image_path,label
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0184.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0197.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0191.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0190.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0009.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0169.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_27_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_05_10_0190.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0039.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0017.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0024.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_02_08_0047.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0040.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0154.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0008.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_01_27_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0129.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_16_19_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0161.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0097.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_50_Pro (4).jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_05_10_0031.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0056.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_44_38_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0197.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_02_08_0167.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_01_01_0011.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0137.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0154.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_01_01_0012.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0143.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0149.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0046.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_23_19_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0088.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_19_58_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_03_04_0065.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_01_29_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_02_10_0012.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_07_10_0144.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0003.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0166.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_06_04_0008.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_32_29_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0190.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0184.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_01_01_0033.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0022.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0184.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_23_47_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0082.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0077.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_09_41_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_02_18_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0142.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0069.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0018.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0080.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0065.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_18_26_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0034.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_07_01_0014.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0002.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_02_08_0013.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0178.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_35_18_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0164.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_06_04_0033.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_02_31_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_09_01_0055.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_03_04_0033.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_35_49_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0178.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_22_18_18_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_30_57_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_42_51_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_18_26_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_10_11_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0126.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0045.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0009.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_02_08_0018.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0020.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_01_Pro (5).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0156.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_10_54_Pro (5).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0125.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0166.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_02_10_0006.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_02_08_0016.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0044.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_04_05_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0038.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0017.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0039.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_15_26_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_03_04_0157.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_12_17_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_18_38_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_05_10_0182.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_20_35_28_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_35_50_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0159.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0006.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0179.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0058.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_08_01_0186.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_15_39_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0005.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_05_04_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_15_30_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_07_10_0027.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0021.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_04_01_0112.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0168.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0035.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_09_01_0167.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0161.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_03_29_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0017.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0174.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_08_18_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_33_04_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_04_10_0198.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_11_40_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0079.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0083.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0030.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0162.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_20_07_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_17_48_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_23_19_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_02_16_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_12_19_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0137.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_01_21_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0008.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_09_01_0194.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_05_10_0187.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_10_52_Pro (4).jpg,Fist
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_16_37_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_50_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_44_33_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_08_01_0187.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0081.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_20_30_11_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_12_21_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0004.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_04_10_0018.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_09_01_0067.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0011.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0074.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0169.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0135.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0144.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0032.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_05_03_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_24_53_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0170.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0084.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0185.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0023.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0164.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_22_21_50_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_33_29_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_04_10_0025.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_00_03_0167.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_08_01_0160.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0015.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0096.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_04_10_0046.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_03_01_0183.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0023.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_02_01_0192.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_06_08_0067.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_16_17_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_10_59_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_02_01_0018.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0169.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_09_46_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0052.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_19_56_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0119.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0020.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0009.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0194.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0041.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0130.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_00_10_0182.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0064.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0148.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_07_10_0026.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0007.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_01_58_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0182.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0040.png,Fist
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_14_45_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_05_10_0027.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_09_04_0196.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_07_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_06_08_0075.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0127.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_00_08_0195.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0152.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_35_52_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_20_20_32_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0067.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_04_08_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0103.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_10_00_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_00_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_03_10_0105.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_01_56_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0013.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0165.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0076.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0026.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0029.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_00_04_0047.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_08_01_0046.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0005.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_01_04_0194.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_07_10_0149.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_05_19_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_20_11_49_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_10_45_Pro (4).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_07_01_0189.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0060.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_06_04_0031.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_17_57_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_04_10_0020.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0036.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0174.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_05_01_0074.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0170.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0193.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0139.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_10_49_Pro (5).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0024.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0004.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0085.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0190.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0005.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0063.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\Right\frame_09_03_0077.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_08_08_0133.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260220_00_09_42_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_05_04_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0032.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0167.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_23_29_Pro (3).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_02_04_0084.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_07_03_0184.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_06_03_0035.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_04_08_0026.png,Palm
D:\Downloadf\gestures_resized\gestures\02_closeup_fist\WIN_20260220_19_17_17_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_06_04_0039.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_18_23_37_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0030.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0167.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_03_08_0144.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0128.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0163.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_04_01_0003.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_04_10_0169.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_04_03_0057.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_02_10_0176.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\WIN_20260217_18_33_07_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_21_52_24_Pro (5).jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_07_10_0013.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_02_08_0009.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\WIN_20260217_20_44_26_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0164.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_07_04_0028.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_02_01_0079.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_11_03_Pro (4).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_02_48_Pro (2).jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_05_03_0092.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_05_08_0197.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260220_00_02_20_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_17_52_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0072.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_20_37_47_Pro.jpg,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0053.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_34_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_01_03_0004.png,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_01_08_0134.png,Palm
D:\Downloadf\gestures_resized\gestures\10_down\WIN_20260217_18_17_54_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_03_03_0062.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_01_10_0168.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0089.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_02_03_0112.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_18_15_13_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_04_01_0032.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_22_04_59_Pro (4).jpg,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_05_04_0165.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0065.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\frame_09_03_0150.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_02_10_0025.png,Palm
D:\Downloadf\gestures_resized\gestures\01_palm\WIN_20260217_17_23_20_Pro.jpg,Palm
D:\Downloadf\gestures_resized\gestures\10_down\frame_09_10_0022.png,Palm
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_07_08_0151.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0082.png,Fist
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_08_04_0056.png,Fist
D:\Downloadf\gestures_resized\gestures\10_down\frame_06_10_0072.png,Palm
D:\Downloadf\gestures_resized\gestures\03_fist\frame_08_03_0101.png,Fist
D:\Downloadf\gestures_resized\gestures\03_fist\WIN_20260217_19_13_44_Pro (2).jpg,Fist
D:\Downloadf\gestures_resized\gestures\08_palm_moved\frame_09_08_0100.png,Palm
D:\Downloadf\gestures_resized\gestures\04_fist_moved\frame_04_04_0188.png,Fist
D:\Downloadf\gestures_resized\gestures\01_palm\frame_00_01_0176.png,Palm
